
Computing per-depth ceilings (total reachable branches)...
  depth 8: 96 total branches

Running 12 (depth×strategy×seed) jobs on gemma-4-31B-it (parallel 12)...
2026-09-22 15:59:14,547 INFO: Plan 2: ḡ=18, γE[v]=0.0, Q=18.0 (fn)
2026-09-22 15:59:18,861 INFO: Plan 2: ḡ=18, γE[v]=0.0, Q=18.0 (fn)
2026-09-22 15:59:18,932 INFO: FOLLOW_THROUGH: 1 unlocked fn(s) -> chunk 0 (Corridor.terminal (43 lines unexecuted)); setup 0 chars
2026-09-22 15:59:19,427 INFO: Plan 1: ḡ=141, γE[v]=0.0, Q=141.0 (fn)
2026-09-22 15:59:19,428 INFO: Plan 2: ḡ=18, γE[v]=0.0, Q=18.0 (fn)
2026-09-22 15:59:19,561 INFO: Plan 0: ḡ=35, γE[v]=0.0, Q=35.0 (fn)
2026-09-22 15:59:19,931 INFO: Plan 1: ḡ=98, γE[v]=21.5, Q=119.5 (fn)
2026-09-22 15:59:20,179 INFO: Plan 1: ḡ=141, γE[v]=0.0, Q=141.0 (fn)
2026-09-22 15:59:20,533 INFO: Plan 0: ḡ=35, γE[v]=0.0, Q=35.0 (fn)
2026-09-22 15:59:20,778 INFO: Plan 0: ḡ=35, γE[v]=50.0, Q=85.0 (fn)
2026-09-22 15:59:21,072 INFO: Plan 1: ḡ=141, γE[v]=0.0, Q=141.0 (fn)
2026-09-22 15:59:21,074 INFO: Plan 0: ḡ=35, γE[v]=50.0, Q=85.0 (fn)
2026-09-22 15:59:21,271 INFO: Plan 1: ḡ=141, γE[v]=0.0, Q=141.0 (fn)
2026-09-22 15:59:21,294 INFO: Plan 1: ḡ=98, γE[v]=0.0, Q=98.0 (fn)
2026-09-22 15:59:22,163 INFO: Plan 0: ḡ=35, γE[v]=0.0, Q=35.0 (fn)
2026-09-22 15:59:22,232 INFO: Plan 0: ḡ=44, γE[v]=0.0, Q=44.0 (fn)
2026-09-22 15:59:22,411 INFO: Plan 0: ḡ=35, γE[v]=0.0, Q=35.0 (fn)
2026-09-22 15:59:24,486 INFO: Plan 2: ḡ=18, γE[v]=0.0, Q=18.0 (fn)
2026-09-22 15:59:24,514 INFO: FOLLOW_THROUGH: 1 unlocked fn(s) -> chunk 0 (Corridor.terminal (43 lines unexecuted)); setup 501 chars
2026-09-22 15:59:26,912 INFO: Plan 1: ḡ=98, γE[v]=21.5, Q=119.5 (fn)
2026-09-22 15:59:26,939 INFO: Plan 0: ḡ=35, γE[v]=44.0, Q=79.0 (fn)
2026-09-22 15:59:28,884 INFO: FOLLOW_THROUGH: 1 unlocked fn(s) -> chunk 0 (Corridor.terminal (43 lines unexecuted)); setup 1561 chars
2026-09-22 15:59:38,335 INFO: Plan 2: ḡ=15, γE[v]=0.0, Q=15.0 (fn)
2026-09-22 15:59:39,738 INFO: Plan 0: ḡ=32, γE[v]=33.0, Q=65.0 (fn)
2026-09-22 15:59:39,738 INFO: Plan 1: ḡ=116, γE[v]=0.0, Q=116.0 (fn)
2026-09-22 15:59:40,166 INFO: Plan 1: ḡ=41, γE[v]=29.5, Q=70.5 (fn)
2026-09-22 15:59:40,283 INFO: Plan 0: ḡ=118, γE[v]=0.0, Q=118.0 (fn)
2026-09-22 15:59:40,329 INFO: Plan 2: ḡ=75, γE[v]=21.5, Q=96.5 (fn)
2026-09-22 15:59:42,572 INFO: Plan 2: ḡ=15, γE[v]=0.0, Q=15.0 (fn)
2026-09-22 15:59:42,596 INFO: Plan 2: ḡ=15, γE[v]=0.0, Q=15.0 (fn)
2026-09-22 15:59:42,646 INFO: Plan 2: ḡ=15, γE[v]=0.0, Q=15.0 (fn)
2026-09-22 15:59:42,745 INFO: Plan 2: ḡ=15, γE[v]=0.0, Q=15.0 (fn)
2026-09-22 15:59:43,873 INFO: Plan 0: ḡ=32, γE[v]=34.0, Q=66.0 (fn)
2026-09-22 15:59:43,920 INFO: Plan 0: ḡ=32, γE[v]=34.0, Q=66.0 (fn)
2026-09-22 15:59:43,966 INFO: Plan 1: ḡ=118, γE[v]=0.0, Q=118.0 (fn)
2026-09-22 15:59:44,014 INFO: Plan 0: ḡ=32, γE[v]=0.0, Q=32.0 (fn)
2026-09-22 15:59:44,037 INFO: Plan 0: ḡ=32, γE[v]=0.0, Q=32.0 (fn)
2026-09-22 15:59:44,356 INFO: Plan 1: ḡ=101, γE[v]=0.0, Q=101.0 (fn)
2026-09-22 15:59:44,424 INFO: Plan 1: ḡ=103, γE[v]=7.5, Q=110.5 (fn)
2026-09-22 15:59:44,512 INFO: Plan 1: ḡ=101, γE[v]=0.0, Q=101.0 (fn)
2026-09-22 15:59:47,944 INFO: Plan 1: ḡ=24, γE[v]=0.0, Q=24.0 (fn)
2026-09-22 15:59:48,068 INFO: Plan 0: ḡ=99, γE[v]=0.0, Q=99.0 (fn)
2026-09-22 15:59:48,069 INFO: Plan 2: ḡ=99, γE[v]=0.0, Q=99.0 (fn)
2026-09-22 15:59:49,701 INFO: Plan 2: ḡ=15, γE[v]=0.0, Q=15.0 (fn)
2026-09-22 15:59:49,999 INFO: Plan 2: ḡ=15, γE[v]=0.0, Q=15.0 (fn)
2026-09-22 15:59:51,757 INFO: Plan 0: ḡ=43, γE[v]=33.5, Q=76.5 (fn)
2026-09-22 15:59:51,930 INFO: Plan 1: ḡ=103, γE[v]=0.0, Q=103.0 (fn)
2026-09-22 15:59:52,005 INFO: Plan 1: ḡ=95, γE[v]=7.5, Q=102.5 (fn)
2026-09-22 15:59:52,029 INFO: Plan 2: ḡ=15, γE[v]=0.0, Q=15.0 (fn)
2026-09-22 15:59:52,153 INFO: Plan 0: ḡ=47, γE[v]=0.0, Q=47.0 (fn)
2026-09-22 15:59:53,525 INFO: FOLLOW_THROUGH: 5 unlocked fn(s) -> chunk 0 (dist1 (3 lines unexecuted), dist2 (3 lines unexecuted), dist3 (3 lines unexecute); setup 321 chars
2026-09-22 15:59:53,970 INFO: Plan 2: ḡ=15, γE[v]=0.0, Q=15.0 (fn)
2026-09-22 15:59:54,023 INFO: Plan 0: ḡ=28, γE[v]=0.0, Q=28.0 (fn)
2026-09-22 15:59:54,023 INFO: Plan 1: ḡ=108, γE[v]=0.0, Q=108.0 (fn)
2026-09-22 15:59:55,939 INFO: Plan 1: ḡ=92, γE[v]=0.0, Q=92.0 (fn)
2026-09-22 15:59:56,579 INFO: Plan 0: ḡ=27, γE[v]=0.0, Q=27.0 (fn)
2026-09-22 15:59:57,891 INFO: FOLLOW_THROUGH: 5 unlocked fn(s) -> chunk 0 (dist1 (3 lines unexecuted), dist2 (3 lines unexecuted), dist3 (3 lines unexecute); setup 745 chars
2026-09-22 15:59:59,874 INFO: Plan 0: ḡ=108, γE[v]=0.0, Q=108.0 (fn)
2026-09-22 16:00:00,104 INFO: Plan 2: ḡ=62, γE[v]=23.0, Q=85.0 (fn)
2026-09-22 16:00:00,964 INFO: Plan 1: ḡ=33, γE[v]=37.5, Q=70.5 (fn)
2026-09-22 16:00:03,411 INFO: Plan 2: ḡ=12, γE[v]=0.0, Q=12.0 (fn)
2026-09-22 16:00:03,436 INFO: Plan 2: ḡ=15, γE[v]=0.0, Q=15.0 (fn)
2026-09-22 16:00:04,733 INFO: Plan 0: ḡ=40, γE[v]=28.5, Q=68.5 (fn)
2026-09-22 16:00:05,180 INFO: Plan 1: ḡ=98, γE[v]=6.0, Q=104.0 (fn)
2026-09-22 16:00:05,278 INFO: Plan 0: ḡ=43, γE[v]=33.5, Q=76.5 (fn)
2026-09-22 16:00:05,546 INFO: Plan 1: ḡ=100, γE[v]=7.5, Q=107.5 (fn)
2026-09-22 16:00:06,365 INFO: Plan 2: ḡ=15, γE[v]=0.0, Q=15.0 (fn)
2026-09-22 16:00:06,616 INFO: FOLLOW_THROUGH: 4 unlocked fn(s) -> chunk 0 (dist2 (3 lines unexecuted), dist3 (3 lines unexecuted), dist4 (3 lines unexecute); setup 795 chars
2026-09-22 16:00:06,894 INFO: FOLLOW_THROUGH: 5 unlocked fn(s) -> chunk 0 (dist1 (3 lines unexecuted), dist2 (3 lines unexecuted), dist3 (3 lines unexecute); setup 1049 chars
2026-09-22 16:00:08,274 INFO: Plan 0: ḡ=31, γE[v]=34.0, Q=65.0 (fn)
2026-09-22 16:00:08,851 INFO: Plan 1: ḡ=102, γE[v]=7.5, Q=109.5 (fn)
2026-09-22 16:00:10,915 INFO: Plan 2: ḡ=12, γE[v]=0.0, Q=12.0 (fn)
2026-09-22 16:00:12,424 INFO: Plan 2: ḡ=12, γE[v]=0.0, Q=12.0 (fn)
2026-09-22 16:00:12,975 INFO: Plan 1: ḡ=99, γE[v]=0.0, Q=99.0 (fn)
2026-09-22 16:00:13,102 INFO: Plan 0: ḡ=44, γE[v]=0.0, Q=44.0 (fn)
2026-09-22 16:00:14,053 INFO: Plan 0: ḡ=26, γE[v]=31.0, Q=57.0 (fn)
2026-09-22 16:00:15,009 INFO: Plan 0: ḡ=56, γE[v]=0.0, Q=56.0 (fn)
2026-09-22 16:00:15,109 INFO: Plan 1: ḡ=91, γE[v]=6.0, Q=97.0 (fn)
2026-09-22 16:00:15,332 INFO: Plan 2: ḡ=12, γE[v]=0.0, Q=12.0 (fn)
2026-09-22 16:00:16,189 INFO: Plan 2: ḡ=111, γE[v]=0.0, Q=111.0 (fn)
2026-09-22 16:00:16,260 INFO: Plan 1: ḡ=32, γE[v]=0.0, Q=32.0 (fn)
2026-09-22 16:00:17,034 INFO: Plan 0: ḡ=31, γE[v]=0.0, Q=31.0 (fn)
2026-09-22 16:00:17,225 INFO: Plan 1: ḡ=96, γE[v]=0.0, Q=96.0 (fn)
2026-09-22 16:00:20,634 INFO: Plan 2: ḡ=12, γE[v]=0.0, Q=12.0 (fn)
2026-09-22 16:00:21,674 INFO: Plan 2: ḡ=84, γE[v]=0.0, Q=84.0 (fn)
2026-09-22 16:00:21,772 INFO: Plan 1: ḡ=41, γE[v]=0.0, Q=41.0 (fn)
2026-09-22 16:00:22,114 INFO: Plan 0: ḡ=26, γE[v]=0.0, Q=26.0 (fn)
2026-09-22 16:00:22,209 INFO: Plan 0: ḡ=10, γE[v]=0.0, Q=10.0 (fn)
2026-09-22 16:00:22,565 INFO: Plan 1: ḡ=91, γE[v]=0.0, Q=91.0 (fn)
2026-09-22 16:00:23,810 INFO: Plan 2: ḡ=12, γE[v]=0.0, Q=12.0 (fn)
2026-09-22 16:00:25,170 INFO: Plan 0: ḡ=15, γE[v]=0.0, Q=15.0 (fn)
2026-09-22 16:00:25,787 INFO: Plan 1: ḡ=98, γE[v]=0.0, Q=98.0 (fn)
2026-09-22 16:00:25,862 INFO: Plan 0: ḡ=21, γE[v]=31.0, Q=52.0 (fn)
2026-09-22 16:00:26,060 INFO: Plan 0: ḡ=15, γE[v]=0.0, Q=15.0 (fn)
2026-09-22 16:00:26,665 INFO: Plan 1: ḡ=26, γE[v]=31.0, Q=57.0 (fn)
2026-09-22 16:00:26,688 INFO: Plan 2: ḡ=103, γE[v]=0.0, Q=103.0 (fn)
2026-09-22 16:00:27,516 INFO: Plan 2: ḡ=104, γE[v]=0.0, Q=104.0 (fn)
2026-09-22 16:00:27,946 INFO: Plan 1: ḡ=39, γE[v]=0.0, Q=39.0 (fn)
2026-09-22 16:00:34,443 INFO: Plan 2: ḡ=15, γE[v]=0.0, Q=15.0 (fn)
2026-09-22 16:00:34,792 INFO: Plan 0: ḡ=12, γE[v]=0.0, Q=12.0 (fn)
2026-09-22 16:00:34,863 INFO: Plan 1: ḡ=63, γE[v]=0.0, Q=63.0 (fn)
2026-09-22 16:00:36,050 INFO: Plan 2: ḡ=105, γE[v]=0.0, Q=105.0 (fn)
2026-09-22 16:00:36,215 INFO: Plan 0: ḡ=41, γE[v]=28.0, Q=69.0 (fn)
2026-09-22 16:00:36,289 INFO: Plan 1: ḡ=31, γE[v]=31.0, Q=62.0 (fn)
2026-09-22 16:00:36,924 INFO: Plan 2: ḡ=9, γE[v]=0.0, Q=9.0 (fn)
2026-09-22 16:00:37,518 INFO: FOLLOW_THROUGH: 5 unlocked fn(s) -> chunk 0 (Corridor.s5 (7 lines unexecuted), Corridor.s6 (7 lines unexecuted), Corridor.s7 ); setup 1742 chars
2026-09-22 16:00:38,837 INFO: Plan 2: ḡ=12, γE[v]=0.0, Q=12.0 (fn)
2026-09-22 16:00:39,086 INFO: Plan 0: ḡ=31, γE[v]=0.0, Q=31.0 (fn)
2026-09-22 16:00:39,259 INFO: Plan 1: ḡ=96, γE[v]=0.0, Q=96.0 (fn)
2026-09-22 16:00:40,358 INFO: Plan 0: ḡ=26, γE[v]=31.0, Q=57.0 (fn)
2026-09-22 16:00:40,863 INFO: Plan 2: ḡ=12, γE[v]=0.0, Q=12.0 (fn)
2026-09-22 16:00:41,014 INFO: Plan 1: ḡ=91, γE[v]=6.0, Q=97.0 (fn)
2026-09-22 16:00:42,960 INFO: Plan 1: ḡ=99, γE[v]=0.0, Q=99.0 (fn)
2026-09-22 16:00:43,059 INFO: Plan 0: ḡ=44, γE[v]=0.0, Q=44.0 (fn)
2026-09-22 16:00:43,136 INFO: Plan 2: ḡ=9, γE[v]=0.0, Q=9.0 (fn)
2026-09-22 16:00:44,403 INFO: FOLLOW_THROUGH: 4 unlocked fn(s) -> chunk 0 (dist2 (3 lines unexecuted), dist3 (3 lines unexecuted), dist4 (3 lines unexecute); setup 378 chars
2026-09-22 16:00:45,206 INFO: Plan 1: ḡ=93, γE[v]=0.0, Q=93.0 (fn)
2026-09-22 16:00:45,330 INFO: Plan 0: ḡ=37, γE[v]=0.0, Q=37.0 (fn)
2026-09-22 16:00:45,405 INFO: Plan 2: ḡ=9, γE[v]=0.0, Q=9.0 (fn)
2026-09-22 16:00:47,431 INFO: Plan 2: ḡ=12, γE[v]=0.0, Q=12.0 (fn)
2026-09-22 16:00:47,907 INFO: Plan 1: ḡ=91, γE[v]=4.5, Q=95.5 (fn)
2026-09-22 16:00:48,007 INFO: Plan 0: ḡ=29, γE[v]=35.5, Q=64.5 (fn)
2026-09-22 16:00:48,853 INFO: Plan 2: ḡ=65, γE[v]=0.0, Q=65.0 (fn)
2026-09-22 16:00:48,878 INFO: Plan 2: ḡ=9, γE[v]=0.0, Q=9.0 (fn)
2026-09-22 16:00:48,879 INFO: Plan 1: ḡ=7, γE[v]=0.0, Q=7.0 (fn)
2026-09-22 16:00:49,072 INFO: Plan 0: ḡ=26, γE[v]=31.0, Q=57.0 (fn)
2026-09-22 16:00:49,333 INFO: Plan 1: ḡ=91, γE[v]=6.0, Q=97.0 (fn)
2026-09-22 16:00:49,381 INFO: Plan 0: ḡ=4, γE[v]=0.0, Q=4.0 (fn)
2026-09-22 16:00:50,664 INFO: FOLLOW_THROUGH: 4 unlocked fn(s) -> chunk 0 (dist2 (3 lines unexecuted), dist3 (3 lines unexecuted), dist4 (3 lines unexecute); setup 1226 chars
2026-09-22 16:00:50,719 INFO: Plan 1: ḡ=91, γE[v]=0.0, Q=91.0 (fn)
2026-09-22 16:00:51,277 INFO: Plan 0: ḡ=76, γE[v]=0.0, Q=76.0 (fn)
2026-09-22 16:00:54,892 INFO: Plan 2: ḡ=9, γE[v]=0.0, Q=9.0 (fn)
2026-09-22 16:00:55,309 INFO: Plan 2: ḡ=12, γE[v]=0.0, Q=12.0 (fn)
2026-09-22 16:00:55,828 INFO: Plan 1: ḡ=72, γE[v]=0.0, Q=72.0 (fn)
2026-09-22 16:00:56,593 INFO: Plan 1: ḡ=84, γE[v]=4.5, Q=88.5 (fn)
2026-09-22 16:00:56,795 INFO: Plan 0: ḡ=28, γE[v]=32.5, Q=60.5 (fn)
2026-09-22 16:00:57,196 INFO: Plan 0: ḡ=39, γE[v]=0.0, Q=39.0 (fn)
2026-09-22 16:00:59,535 INFO: Plan 2: ḡ=9, γE[v]=0.0, Q=9.0 (fn)
2026-09-22 16:01:00,675 INFO: Plan 2: ḡ=12, γE[v]=0.0, Q=12.0 (fn)
2026-09-22 16:01:01,379 INFO: Plan 0: ḡ=31, γE[v]=31.0, Q=62.0 (fn)
2026-09-22 16:01:01,481 INFO: Plan 1: ḡ=96, γE[v]=4.5, Q=100.5 (fn)
2026-09-22 16:01:02,792 INFO: FOLLOW_THROUGH: 3 unlocked fn(s) -> chunk 0 (dist3 (3 lines unexecuted), dist4 (3 lines unexecuted), dist5 (3 lines unexecute); setup 887 chars
2026-09-22 16:01:03,111 INFO: Plan 1: ḡ=15, γE[v]=34.0, Q=49.0 (fn)
2026-09-22 16:01:04,386 INFO: Plan 2: ḡ=9, γE[v]=0.0, Q=9.0 (fn)
2026-09-22 16:01:05,790 INFO: Plan 2: ḡ=102, γE[v]=0.0, Q=102.0 (fn)
2026-09-22 16:01:06,145 INFO: Plan 0: ḡ=24, γE[v]=0.0, Q=24.0 (fn)
2026-09-22 16:01:06,146 INFO: Plan 1: ḡ=91, γE[v]=4.5, Q=95.5 (fn)
2026-09-22 16:01:06,244 INFO: Plan 1: ḡ=52, γE[v]=0.0, Q=52.0 (fn)
2026-09-22 16:01:06,272 INFO: Plan 0: ḡ=56, γE[v]=13.5, Q=69.5 (fn)
2026-09-22 16:01:06,390 INFO: Plan 0: ḡ=35, γE[v]=32.5, Q=67.5 (fn)
2026-09-22 16:01:07,574 INFO: FOLLOW_THROUGH: 9 unlocked fn(s) -> chunk 0 (Corridor.s1 (3 lines unexecuted), Corridor.s2 (3 lines unexecuted), Corridor.s3 ); setup 1766 chars
2026-09-22 16:01:11,404 INFO: Plan 0: ḡ=53, γE[v]=0.0, Q=53.0 (fn)
2026-09-22 16:01:12,450 INFO: Plan 0: ḡ=21, γE[v]=0.0, Q=21.0 (fn)
2026-09-22 16:01:12,594 INFO: Plan 2: ḡ=108, γE[v]=0.0, Q=108.0 (fn)
2026-09-22 16:01:12,618 INFO: Plan 1: ḡ=53, γE[v]=0.0, Q=53.0 (fn)
2026-09-22 16:01:12,641 INFO: Plan 1: ḡ=32, γE[v]=0.0, Q=32.0 (fn)
2026-09-22 16:01:12,943 INFO: Plan 2: ḡ=42, γE[v]=0.0, Q=42.0 (fn)
2026-09-22 16:01:15,121 INFO: Plan 0: ḡ=12, γE[v]=0.0, Q=12.0 (fn)
2026-09-22 16:01:16,820 INFO: Plan 2: ḡ=100, γE[v]=0.0, Q=100.0 (fn)
2026-09-22 16:01:17,271 INFO: Plan 1: ḡ=35, γE[v]=32.5, Q=67.5 (fn)
2026-09-22 16:01:17,321 INFO: Plan 2: ḡ=65, γE[v]=0.0, Q=65.0 (fn)
2026-09-22 16:01:17,567 INFO: Plan 1: ḡ=10, γE[v]=0.0, Q=10.0 (fn)
2026-09-22 16:01:17,854 INFO: Plan 0: ḡ=4, γE[v]=0.0, Q=4.0 (fn)
2026-09-22 16:01:18,521 INFO: Plan 2: ḡ=97, γE[v]=0.0, Q=97.0 (fn)
2026-09-22 16:01:19,233 INFO: Plan 0: ḡ=12, γE[v]=38.0, Q=50.0 (fn)
2026-09-22 16:01:19,722 INFO: Plan 1: ḡ=42, γE[v]=27.5, Q=69.5 (fn)
2026-09-22 16:01:21,251 INFO: Plan 1: ḡ=56, γE[v]=0.0, Q=56.0 (fn)
2026-09-22 16:01:21,369 INFO: Plan 2: ḡ=90, γE[v]=0.0, Q=90.0 (fn)
2026-09-22 16:01:21,420 INFO: Plan 0: ḡ=19, γE[v]=0.0, Q=19.0 (fn)
2026-09-22 16:01:25,138 INFO: Plan 2: ḡ=9, γE[v]=0.0, Q=9.0 (fn)
2026-09-22 16:01:26,875 INFO: Plan 1: ḡ=92, γE[v]=0.0, Q=92.0 (fn)
2026-09-22 16:01:27,344 INFO: Plan 0: ḡ=36, γE[v]=0.0, Q=36.0 (fn)
2026-09-22 16:01:28,681 INFO: FOLLOW_THROUGH: 3 unlocked fn(s) -> chunk 0 (dist3 (3 lines unexecuted), dist4 (3 lines unexecuted), dist5 (3 lines unexecute); setup 787 chars
2026-09-22 16:01:29,130 INFO: Plan 2: ḡ=90, γE[v]=0.0, Q=90.0 (fn)
2026-09-22 16:01:29,131 INFO: Plan 1: ḡ=90, γE[v]=0.0, Q=90.0 (fn)
2026-09-22 16:01:29,558 INFO: Plan 0: ḡ=12, γE[v]=34.5, Q=46.5 (fn)
2026-09-22 16:01:31,344 INFO: Plan 0: ḡ=9, γE[v]=0.0, Q=9.0 (fn)
2026-09-22 16:01:31,650 INFO: Plan 2: ḡ=62, γE[v]=0.0, Q=62.0 (fn)
2026-09-22 16:01:31,726 INFO: Plan 1: ḡ=31, γE[v]=15.5, Q=46.5 (fn)
2026-09-22 16:01:32,078 INFO: Plan 2: ḡ=88, γE[v]=0.0, Q=88.0 (fn)
2026-09-22 16:01:32,527 INFO: Plan 0: ḡ=18, γE[v]=22.0, Q=40.0 (fn)
2026-09-22 16:01:32,582 INFO: Plan 1: ḡ=33, γE[v]=0.0, Q=33.0 (fn)
2026-09-22 16:01:32,801 INFO: Plan 0: ḡ=12, γE[v]=0.0, Q=12.0 (fn)
2026-09-22 16:01:32,924 INFO: Plan 2: ḡ=9, γE[v]=0.0, Q=9.0 (fn)
2026-09-22 16:01:32,973 INFO: Plan 1: ḡ=31, γE[v]=31.0, Q=62.0 (fn)
2026-09-22 16:01:33,233 INFO: Plan 2: ḡ=93, γE[v]=4.5, Q=97.5 (fn)
2026-09-22 16:01:34,431 INFO: Plan 1: ḡ=84, γE[v]=0.0, Q=84.0 (fn)
2026-09-22 16:01:34,550 INFO: FOLLOW_THROUGH: 3 unlocked fn(s) -> chunk 0 (dist3 (3 lines unexecuted), dist4 (3 lines unexecuted), dist5 (3 lines unexecute); setup 748 chars
2026-09-22 16:01:34,559 INFO: Plan 0: ḡ=13, γE[v]=31.0, Q=44.0 (fn)
2026-09-22 16:01:43,155 INFO: Plan 2: ḡ=9, γE[v]=0.0, Q=9.0 (fn)
2026-09-22 16:01:44,362 INFO: Plan 2: ḡ=9, γE[v]=0.0, Q=9.0 (fn)
2026-09-22 16:01:44,566 INFO: Plan 2: ḡ=64, γE[v]=0.0, Q=64.0 (fn)
2026-09-22 16:01:44,566 INFO: Plan 2: ḡ=9, γE[v]=0.0, Q=9.0 (fn)
2026-09-22 16:01:44,716 INFO: Plan 1: ḡ=38, γE[v]=0.0, Q=38.0 (fn)
2026-09-22 16:01:44,766 INFO: Plan 1: ḡ=6, γE[v]=0.0, Q=6.0 (fn)
2026-09-22 16:01:45,312 INFO: Plan 0: ḡ=4, γE[v]=0.0, Q=4.0 (fn)
2026-09-22 16:01:45,662 INFO: Plan 1: ḡ=93, γE[v]=0.0, Q=93.0 (fn)
2026-09-22 16:01:45,786 INFO: Plan 0: ḡ=37, γE[v]=0.0, Q=37.0 (fn)
2026-09-22 16:01:45,959 INFO: Plan 2: ḡ=88, γE[v]=0.0, Q=88.0 (fn)
2026-09-22 16:01:46,007 INFO: Plan 0: ḡ=35, γE[v]=0.0, Q=35.0 (fn)
2026-09-22 16:01:46,198 INFO: Plan 1: ḡ=33, γE[v]=0.0, Q=33.0 (fn)
2026-09-22 16:01:46,480 INFO: Plan 0: ḡ=12, γE[v]=0.0, Q=12.0 (fn)
2026-09-22 16:01:46,595 INFO: Plan 1: ḡ=91, γE[v]=4.5, Q=95.5 (fn)
2026-09-22 16:01:46,618 INFO: Plan 2: ḡ=88, γE[v]=0.0, Q=88.0 (fn)
2026-09-22 16:01:46,993 INFO: Plan 0: ḡ=35, γE[v]=32.5, Q=67.5 (fn)
2026-09-22 16:01:47,108 INFO: Plan 1: ḡ=33, γE[v]=27.5, Q=60.5 (fn)
2026-09-22 16:01:47,119 INFO: FOLLOW_THROUGH: 3 unlocked fn(s) -> chunk 0 (dist3 (3 lines unexecuted), dist4 (3 lines unexecuted), dist5 (3 lines unexecute); setup 1211 chars
2026-09-22 16:01:48,090 INFO: Plan 0: ḡ=12, γE[v]=38.0, Q=50.0 (fn)
2026-09-22 16:01:48,288 INFO: FOLLOW_THROUGH: 3 unlocked fn(s) -> chunk 0 (dist3 (3 lines unexecuted), dist4 (3 lines unexecuted), dist5 (3 lines unexecute); setup 1118 chars
2026-09-22 16:01:53,443 INFO: Plan 0: ḡ=9, γE[v]=0.0, Q=9.0 (fn)
2026-09-22 16:01:55,055 INFO: Plan 2: ḡ=12, γE[v]=0.0, Q=12.0 (fn)
2026-09-22 16:01:55,157 INFO: Plan 2: ḡ=98, γE[v]=0.0, Q=98.0 (fn)
2026-09-22 16:01:55,487 INFO: Plan 1: ḡ=31, γE[v]=31.0, Q=62.0 (fn)
2026-09-22 16:01:55,614 INFO: Plan 1: ḡ=33, γE[v]=0.0, Q=33.0 (fn)
2026-09-22 16:01:55,764 INFO: Plan 2: ḡ=93, γE[v]=4.5, Q=97.5 (fn)
2026-09-22 16:01:56,311 INFO: Plan 0: ḡ=10, γE[v]=46.0, Q=56.0 (fn)
2026-09-22 16:01:56,428 INFO: Plan 2: ḡ=75, γE[v]=0.0, Q=75.0 (fn)
2026-09-22 16:01:56,523 INFO: Plan 1: ḡ=34, γE[v]=20.5, Q=54.5 (fn)
2026-09-22 16:01:56,852 INFO: Plan 0: ḡ=6, γE[v]=34.5, Q=40.5 (fn)
2026-09-22 16:01:56,969 INFO: Plan 0: ḡ=9, γE[v]=26.5, Q=35.5 (fn)
2026-09-22 16:01:57,446 INFO: Plan 1: ḡ=38, γE[v]=12.0, Q=50.0 (fn)
2026-09-22 16:01:57,640 INFO: FOLLOW_THROUGH: 3 unlocked fn(s) -> chunk 0 (dist3 (3 lines unexecuted), dist4 (3 lines unexecuted), dist5 (3 lines unexecute); setup 212 chars
